gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13–24,tenure_group_25–48,tenure_group_49–72,Churn_Prob
1,0,1,0,72,0,0,1,1,1,0,0,0,0,42.1,2962.0,0,False,False,False,True,False,False,False,False,False,True,0.028314943657988367
0,0,1,1,18,1,0,0,0,1,1,0,0,1,54.4,957.1,0,False,False,True,False,True,False,False,True,False,False,0.12806842215146644
0,0,0,0,9,1,1,0,0,0,0,1,1,0,94.4,857.25,1,True,False,False,False,False,True,False,False,False,False,0.702345471025251
0,0,0,0,3,1,0,0,1,0,1,1,1,1,75.3,244.1,0,False,False,False,False,False,True,False,False,False,False,0.3725299141557781
1,0,1,0,47,1,1,0,1,0,0,0,0,1,78.9,3650.35,0,True,False,True,False,False,True,False,False,True,False,0.2118017230064997
0,0,0,0,31,1,0,0,1,1,1,1,1,0,79.2,2497.2,0,False,False,False,True,False,False,True,False,True,False,0.04748375164626367
0,0,1,1,50,1,0,0,0,0,0,0,0,0,20.15,930.9,0,False,True,False,True,False,False,False,False,False,True,0.018737124722099433
1,0,0,0,10,1,0,1,0,1,0,0,0,1,79.85,887.35,0,True,False,False,False,False,False,True,False,False,False,0.4033609720211572
1,0,0,0,1,1,0,0,0,0,1,0,0,0,49.05,49.05,0,False,False,False,False,False,False,True,False,False,False,0.3670844203943115
0,0,1,1,52,1,0,0,0,0,0,0,0,1,20.4,1090.65,0,False,True,True,False,False,True,False,False,False,True,0.029033594163887223
1,1,1,1,64,1,1,1,0,1,1,1,1,1,111.6,7099.0,0,True,False,False,True,False,False,False,False,False,True,0.13745609237978862
1,0,1,1,62,1,1,0,0,0,0,0,0,1,24.25,1424.6,0,False,True,False,True,False,False,False,False,False,True,0.002010265327761212
0,0,0,1,3,1,0,1,0,0,1,0,1,1,64.5,177.4,0,False,False,False,False,False,False,False,False,False,False,0.29399743302318465
0,1,0,0,56,1,1,1,1,1,0,1,1,0,110.5,6139.5,0,True,False,True,False,False,True,False,False,False,True,0.21213892758848188
0,0,0,0,46,1,0,0,0,0,0,0,1,0,55.65,2688.85,0,False,False,True,False,True,False,False,False,True,False,0.1058139482757565
0,0,1,1,8,1,0,1,1,0,0,0,0,0,54.65,482.25,0,False,False,False,False,False,False,True,False,False,False,0.15576497194770836
1,1,0,0,30,1,0,1,1,0,0,1,1,1,74.75,2111.3,0,False,False,False,False,False,True,False,False,True,False,0.18541451590448246
0,0,1,1,45,1,1,0,0,0,0,0,0,1,25.9,1216.6,0,False,True,True,False,True,False,False,False,True,False,0.029112551928023932
0,0,0,1,1,1,0,0,0,0,0,1,0,1,79.35,79.35,1,True,False,False,False,False,True,False,False,False,False,0.8372813708253898
0,0,1,1,11,0,0,1,0,0,0,1,1,0,50.55,565.35,0,False,False,False,False,False,True,False,False,False,False,0.2821190587812691
0,0,1,0,7,1,0,0,0,1,0,0,0,1,75.15,496.9,1,True,False,False,False,False,False,False,False,False,False,0.6467062053106994
0,0,0,0,42,1,0,0,1,1,1,1,1,1,103.8,4327.5,0,True,False,False,False,False,False,False,False,True,False,0.2923258604654641
0,0,1,0,49,1,0,0,0,0,0,0,0,1,20.15,973.35,0,False,True,False,True,False,False,False,False,False,True,0.01499712022484131
1,0,0,0,9,1,1,0,1,0,0,1,1,1,99.3,918.75,0,True,False,False,False,True,False,False,False,False,False,0.777229608695006
0,0,1,0,35,1,0,1,0,0,0,1,0,1,62.15,2215.45,0,False,False,True,False,False,False,False,False,True,False,0.04590307118977627
0,0,1,1,48,1,0,0,0,0,0,0,0,0,20.65,1057.0,0,False,True,False,True,False,False,False,False,True,False,0.004025047537126783
0,0,1,1,46,1,0,0,0,0,0,0,0,1,19.95,927.1,0,False,True,False,True,False,False,True,False,True,False,0.004422272490235454
1,0,1,0,29,0,0,0,0,0,0,1,0,0,33.75,1009.25,0,False,False,False,False,False,False,True,False,True,False,0.205715576916485
1,0,1,1,30,1,0,0,1,1,0,0,0,0,82.05,2570.2,0,True,False,False,False,False,False,False,False,True,False,0.20295820298869863
1,1,0,0,1,1,0,0,0,0,1,0,0,0,74.7,74.7,0,True,False,False,False,False,True,False,False,False,False,0.5284274900182683
1,0,1,1,66,1,1,1,0,1,1,1,1,1,84.0,5714.25,0,False,False,False,True,False,False,True,False,False,True,0.02717689266458185
0,0,0,0,65,1,1,1,1,1,0,1,1,1,111.05,7107.0,0,True,False,False,False,True,False,False,False,False,True,0.14602308925146953
1,0,0,0,72,1,1,0,1,1,0,1,1,1,100.9,7459.05,0,True,False,False,True,False,False,False,False,False,True,0.1004904000788942
0,0,0,0,12,1,1,1,0,0,0,0,0,1,78.95,927.35,1,True,False,False,False,False,True,False,False,False,False,0.524603340827515
1,0,1,1,71,1,1,1,1,0,1,0,0,1,66.85,4748.7,0,False,False,True,False,True,False,False,False,False,True,0.038429399894040824
1,0,0,0,5,1,0,0,0,0,0,0,0,0,21.05,113.85,1,False,True,False,False,False,False,True,False,False,False,0.2025582106029696
1,0,0,0,52,1,0,0,0,0,0,0,0,0,21.0,1107.2,0,False,True,False,True,False,False,False,False,False,True,0.03144955706159914
0,1,1,0,25,1,0,0,1,1,0,1,1,1,98.5,2514.5,1,True,False,False,False,False,True,False,False,True,False,0.6417171380072844
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,False,True,False,False,False,False,True,False,False,False,0.35655739909174444
0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,False,True,False,False,False,True,False,False,False,False,0.34361056335332324
1,0,0,0,38,1,1,0,0,1,1,1,0,0,95.0,3605.6,0,True,False,True,False,False,False,False,False,True,False,0.11113702662528055
0,1,1,0,66,0,0,0,1,1,0,1,0,0,45.55,3027.25,0,False,False,True,False,False,False,False,False,False,True,0.09147566165757
1,0,1,0,68,1,1,0,1,1,1,1,1,1,110.0,7611.85,1,True,False,False,True,False,False,False,False,False,True,0.23681406963564694
1,0,0,0,5,0,0,0,0,0,0,0,0,0,24.3,100.2,0,False,False,False,False,False,False,True,False,False,False,0.31102122977577906
0,0,1,1,72,1,1,1,1,0,0,1,1,1,104.15,7303.05,0,True,False,True,False,False,True,False,False,False,True,0.10281840691360696
0,0,0,0,32,0,0,1,0,0,0,0,0,0,30.15,927.65,0,False,False,True,False,False,False,True,False,True,False,0.09599314992732325
1,0,0,0,43,1,1,0,0,0,0,1,1,0,94.35,3921.3,0,True,False,True,False,False,False,True,False,True,False,0.20893025344701
1,0,1,1,72,1,0,0,0,0,0,0,0,0,19.4,1363.25,0,False,True,False,True,True,False,False,False,False,True,0.0010922757707743187
1,0,1,0,55,1,1,1,1,0,0,1,0,1,96.75,5238.9,1,True,False,False,False,False,True,False,False,False,True,0.3173228199107778
0,0,0,0,52,1,0,1,0,1,1,0,0,0,57.95,3042.25,0,False,False,True,False,True,False,False,False,False,True,0.0241999341577545
0,0,0,0,43,1,0,0,1,1,0,1,0,1,91.65,3954.1,0,True,False,False,False,False,True,False,False,True,False,0.2975649443278979
0,1,1,0,37,1,1,0,0,0,0,0,0,1,76.5,2868.15,1,True,False,False,False,False,True,False,False,True,False,0.48616213885304094
0,0,1,1,64,0,0,0,1,0,1,1,1,1,54.6,3423.5,0,False,False,False,True,False,True,False,False,False,True,0.05646381889927799
1,0,1,1,3,1,0,1,1,0,0,1,0,0,89.85,248.4,0,True,False,False,False,False,True,False,False,False,False,0.35682244351461484
0,0,0,0,36,0,0,1,0,0,0,0,0,0,31.05,1126.35,0,False,False,False,True,False,False,False,False,True,False,0.06968709274485627
0,0,1,1,10,1,1,1,0,0,0,1,1,1,100.25,1064.65,1,True,False,False,False,False,True,False,False,False,False,0.7542711390254013
0,0,0,0,41,1,0,0,0,0,0,0,0,0,20.65,835.15,0,False,True,False,True,False,False,True,False,True,False,0.0017581725198182053
1,0,1,1,27,1,1,0,1,0,1,0,0,1,85.2,2151.6,0,True,False,False,False,True,False,False,False,True,False,0.22593826145511933
0,0,1,1,56,1,1,0,0,1,0,1,1,1,99.8,5515.45,0,True,False,True,False,True,False,False,False,False,True,0.1984622915324231
0,0,0,0,6,1,0,0,0,0,0,0,0,0,20.7,112.75,0,False,True,False,False,False,False,True,False,False,False,0.09190332599000563
1,0,0,0,3,1,1,0,0,0,0,0,0,1,74.4,229.55,1,True,False,False,False,False,True,False,False,False,False,0.7276312789868534
0,0,1,1,7,1,0,1,0,0,0,0,0,0,50.7,350.35,0,False,False,False,False,False,False,True,False,False,False,0.1766266765311224
0,0,1,1,4,1,0,0,0,0,0,0,0,0,20.85,62.9,0,False,True,False,False,False,False,True,False,False,False,0.1497415985237657
1,0,0,0,33,1,0,1,0,0,1,1,0,1,88.95,3027.65,0,True,False,False,True,False,True,False,False,True,False,0.1388376145747526
0,1,0,0,27,1,1,0,0,1,0,0,0,1,78.05,2135.5,1,True,False,False,False,False,True,False,False,True,False,0.4715783016646562
1,0,1,0,72,1,1,0,0,0,0,0,0,1,23.55,1723.95,0,False,True,False,True,False,False,False,False,False,True,0.0028655506232815376
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.75,19.75,0,False,True,False,False,False,False,True,False,False,False,0.34463804226177835
1,1,0,0,71,0,0,1,1,0,0,1,1,1,56.45,3985.35,0,False,False,True,False,False,True,False,False,False,True,0.19739688387387438
0,0,0,0,13,1,1,0,0,0,0,0,1,1,85.95,1215.65,0,True,False,False,False,False,True,False,True,False,False,0.6152857366221416
0,0,1,1,25,0,0,1,1,1,0,1,1,1,58.6,1502.65,1,False,False,False,False,True,False,False,False,True,False,0.2412381950045477
1,0,0,0,67,1,0,0,0,0,1,0,0,0,50.55,3260.1,0,False,False,False,True,False,False,False,False,False,True,0.016328428872501518
1,0,0,0,1,0,0,0,0,0,0,0,1,1,35.45,35.45,1,False,False,False,False,False,True,False,False,False,False,0.7913119856814278
1,0,0,0,2,1,0,0,0,0,0,0,0,0,44.35,81.25,1,False,False,False,False,False,True,False,False,False,False,0.5093500386892699
0,0,0,0,43,1,1,0,0,0,0,0,0,1,25.7,1188.2,0,False,True,False,True,True,False,False,False,True,False,0.049397262436441755
0,0,0,0,23,1,0,1,0,0,0,0,0,1,75.0,1778.5,0,True,False,False,False,False,False,False,True,False,False,0.282497894223136
0,0,1,1,64,1,0,0,0,0,0,0,0,0,20.2,1277.75,0,False,True,False,True,False,False,True,False,False,True,0.0013586873404445188
1,0,0,1,57,1,0,0,0,0,0,0,0,1,19.6,1170.55,0,False,True,False,True,False,False,True,False,False,True,0.0174305351718791
0,1,1,0,1,1,0,0,0,0,0,0,0,1,70.45,70.45,1,True,False,False,False,False,False,True,False,False,False,0.7581512411062539
0,1,1,1,72,1,1,1,1,1,1,1,1,1,88.05,6425.65,0,False,False,False,True,True,False,False,False,False,True,0.023255956347864676
0,0,0,0,8,1,1,1,0,0,1,0,1,0,71.15,563.65,1,False,False,False,False,False,True,False,False,False,False,0.3793648074808767
0,0,1,0,61,1,1,0,1,0,0,1,1,1,101.05,5971.25,0,True,False,False,True,False,False,False,False,False,True,0.10464982698991682
1,0,0,0,64,1,1,1,1,0,0,0,0,1,84.3,5289.05,0,True,False,True,False,True,False,False,False,False,True,0.07259903756258415
1,1,1,0,71,1,1,0,0,0,0,0,0,0,23.95,1756.2,0,False,True,False,True,False,False,False,False,False,True,0.0011707420208550818
0,0,1,1,65,1,1,1,1,0,1,1,0,1,99.05,6416.7,0,True,False,False,True,True,False,False,False,False,True,0.025071851913162316
1,0,0,0,3,1,0,0,0,0,0,0,0,0,19.6,61.35,0,False,True,True,False,False,False,True,False,False,False,0.04043400398933143
1,0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,1,False,False,False,False,False,True,False,False,False,False,0.6444750373085502
1,0,0,1,30,1,0,0,1,1,0,1,0,0,64.5,1929.95,0,False,False,True,False,True,False,False,False,True,False,0.07416784118079192
1,0,1,1,15,1,0,0,1,1,1,0,1,1,69.5,1071.4,0,False,False,False,False,False,False,True,True,False,False,0.149690194830288
0,0,1,1,8,1,0,0,0,0,1,1,1,1,68.55,564.35,0,False,False,False,False,False,True,False,False,False,False,0.3548769887580198
1,0,0,0,7,1,1,0,0,0,0,1,1,0,95.0,655.5,1,True,False,False,False,False,False,True,False,False,False,0.7765992551098464
0,0,1,1,70,1,1,1,1,1,0,1,1,1,108.15,7930.55,0,True,False,True,False,True,False,False,False,False,True,0.10170045492092764
1,0,1,1,62,1,0,1,1,1,1,1,1,0,86.1,5215.25,0,False,False,False,True,False,True,False,False,False,True,0.027902494095407186
0,0,1,1,6,1,0,0,0,0,0,0,0,0,19.7,113.5,0,False,True,False,False,False,False,True,False,False,False,0.07655685307385879
0,0,1,1,14,1,0,0,0,0,0,0,1,1,80.9,1152.8,0,True,False,False,False,False,False,False,True,False,False,0.4936739566335641
0,0,0,0,22,1,1,0,0,0,0,1,0,1,84.15,1821.95,0,True,False,False,False,False,False,False,True,False,False,0.3752977276969338
1,0,1,1,22,1,0,0,0,0,0,0,0,0,20.15,419.9,0,False,True,True,False,False,False,True,True,False,False,0.010252771074340616
1,0,1,1,16,1,0,1,0,1,0,1,0,0,64.25,1024.0,0,False,False,False,True,False,False,True,True,False,False,0.035009306439622974
1,0,0,0,10,1,1,0,0,0,0,0,0,0,25.7,251.6,0,False,True,False,True,False,False,False,False,False,False,0.05176254575599149
0,0,0,1,13,1,0,1,1,0,0,0,0,1,56.0,764.55,0,False,False,False,False,False,True,False,True,False,False,0.24235512313860588
0,0,1,0,20,1,1,1,0,0,0,0,0,0,82.4,1592.35,1,True,False,False,False,False,True,False,True,False,False,0.4261159640500771
0,0,0,0,2,1,0,0,0,0,0,0,0,1,69.7,135.2,0,True,False,False,False,False,True,False,False,False,False,0.5445775254764742
1,0,0,0,53,1,1,0,1,1,1,0,1,1,73.9,3958.25,0,False,False,False,True,False,False,False,False,False,True,0.032939258146575945
0,0,1,1,11,1,0,0,0,0,0,0,0,0,20.6,233.9,0,False,True,True,False,False,False,True,False,False,False,0.06803981495639634
1,0,1,0,69,1,0,0,0,0,0,0,0,0,19.9,1363.45,0,False,True,False,True,False,False,True,False,False,True,0.0030881222687381867
0,0,0,0,4,1,0,0,0,0,0,0,0,1,70.9,273.0,1,True,False,False,False,False,False,False,False,False,False,0.6214214045354652
1,0,1,0,72,1,1,1,1,1,1,1,1,1,89.05,6254.45,0,False,False,False,True,False,False,False,False,False,True,0.003274020536029564
1,1,1,0,58,0,0,0,1,1,0,0,1,1,45.3,2651.2,1,False,False,False,False,False,True,False,False,False,True,0.4167079823922291
0,0,1,1,16,1,0,0,0,0,0,0,0,0,20.4,321.4,0,False,True,False,False,False,True,False,True,False,False,0.09343492665044495
1,0,1,0,43,1,0,1,0,1,1,0,0,1,84.25,3539.25,0,True,False,True,False,False,False,False,False,True,False,0.12571464674111638
0,0,1,0,2,1,1,0,0,1,1,1,1,1,104.4,242.8,1,True,False,False,False,False,True,False,False,False,False,0.7921078056060584
1,0,1,0,14,1,0,0,1,1,1,1,1,0,81.95,1181.75,0,False,False,False,True,False,False,True,True,False,False,0.057926672776569994
0,0,1,0,53,1,0,0,0,1,0,1,1,1,94.85,5000.2,1,True,False,True,False,False,False,False,False,False,True,0.26481114248658594
0,0,0,0,32,1,0,0,0,0,0,0,0,0,20.55,654.55,0,False,True,True,False,False,False,False,False,True,False,0.01673372091847001
0,0,1,0,34,1,1,0,0,0,0,0,0,0,24.7,780.2,0,False,True,False,False,False,True,False,False,True,False,0.045490471797470795
0,1,0,0,15,1,1,0,0,0,0,0,0,1,74.45,1145.7,1,True,False,False,False,False,False,True,True,False,False,0.5919495633656574
0,1,0,0,7,1,0,1,0,0,0,0,0,0,76.45,503.6,1,True,False,False,False,False,False,False,False,False,False,0.42782314146707867
0,0,1,1,15,1,1,0,1,1,0,1,1,1,105.35,1559.25,0,True,False,False,False,False,False,False,True,False,False,0.4886888898634417
1,0,1,0,61,1,0,0,0,0,0,0,0,1,20.55,1252.0,0,False,True,True,False,True,False,False,False,False,True,0.02861125733285731
0,0,0,0,1,0,0,0,1,0,0,0,0,0,29.95,29.95,1,False,False,False,False,False,False,False,False,False,False,0.44344506683898516
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,0,False,False,False,False,False,False,True,False,False,False,0.46512077850687544
1,0,0,0,8,1,1,0,0,0,0,0,1,0,84.5,662.65,1,True,False,False,False,False,False,False,False,False,False,0.6740833376783876
1,0,1,1,33,1,0,1,0,1,0,1,1,0,74.75,2453.3,0,False,False,True,False,True,False,False,False,True,False,0.10087953319165066
0,0,0,0,13,1,0,0,1,1,0,0,0,1,79.25,1111.65,1,True,False,False,False,False,True,False,True,False,False,0.6569252554294548
0,0,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,1,False,False,False,False,False,True,False,False,False,False,0.5997058928960798
1,0,0,0,20,1,0,0,1,0,0,0,0,1,51.8,1023.85,0,False,False,False,False,False,False,True,True,False,False,0.19558632719816235
1,0,0,0,3,0,0,0,0,0,1,0,0,0,30.4,82.15,0,False,False,False,False,False,True,False,False,False,False,0.3760569790170989
0,0,0,0,13,1,0,0,0,0,0,0,0,0,19.65,244.8,0,False,True,True,False,False,True,False,True,False,False,0.07096136315154755
0,0,1,0,40,1,1,0,1,0,0,0,0,0,56.6,2379.1,0,False,False,False,False,True,False,False,False,True,False,0.10301279723810076
1,0,1,1,43,1,1,1,0,0,1,0,1,1,71.9,3173.35,0,False,False,True,False,True,False,False,False,True,False,0.0796521756972464
1,0,1,0,6,1,0,0,1,1,0,0,1,1,91.0,531.0,1,True,False,False,False,False,True,False,False,False,False,0.7376653217010332
0,0,1,1,69,1,0,0,0,0,0,0,0,0,19.75,1375.4,0,False,True,False,True,False,False,False,False,False,True,0.009089444479569324
0,0,1,1,72,1,1,1,1,1,0,1,1,0,109.7,8129.3,0,True,False,False,True,True,False,False,False,False,True,0.024291971069488147
1,0,1,1,59,1,0,0,0,0,0,0,0,0,19.3,1192.7,0,False,True,False,True,True,False,False,False,False,True,0.013750008769604537
0,0,1,0,20,1,0,1,1,0,1,1,0,1,96.55,1901.65,0,True,False,False,False,False,True,False,True,False,False,0.5521905744252021
1,0,1,1,24,1,1,0,0,0,0,0,0,1,24.1,587.4,0,False,True,False,True,False,False,False,True,False,False,0.031519212273563614
1,0,0,0,59,1,1,0,1,1,1,1,1,1,111.35,6519.75,0,True,False,False,False,False,True,False,False,False,True,0.2789604994907851
1,0,1,1,72,1,1,0,1,1,1,1,1,1,112.25,8041.65,0,True,False,False,True,False,False,False,False,False,True,0.056392173874453395
1,0,0,1,1,1,0,0,0,0,0,0,0,0,20.75,20.75,0,False,True,False,False,False,False,True,False,False,False,0.32296555645229164
